participant-adress,32.47524,start preview kinect,virtual,na
participant-adress,32.55017,stop preview,virtual,0,0749321
participant-adress,32.65038,start preview hololens,virtual,na
participant-adress,32.74182,stop preview,virtual,0,09144211
participant-adress,32.775,start preview kinect,virtual,na
participant-adress,33.87502,stop preview,virtual,1,100018
participant-adress,33.90344,start preview hololens,virtual,na
participant-adress,34.4704,stop preview,virtual,0,5669632
participant-adress,34.48939,start preview kinect,virtual,na
participant-adress,37.83002,stop preview,virtual,3,34063
participant-adress,37.92568,start preview hololens,virtual,na
participant-adress,38.02665,stop preview,virtual,0,1009712
